date,category_code,category_id,predicted_demand,cumulative_forecast,alert
2019-12-01,electronics.audio.acoustic,2053013557670314521,40.06728551166,40.06728551166,Overstock Risk
2019-12-02,electronics.audio.acoustic,2053013557670314521,22.567235684678817,62.634521196338824,Stable
2019-12-03,electronics.audio.acoustic,2053013557670314521,23.4088051242212,86.04332632056003,Stable
2019-12-04,electronics.audio.acoustic,2053013557670314521,18.85382192539263,104.89714824595265,Stable
2019-12-05,electronics.audio.acoustic,2053013557670314521,19.299059426414576,124.19620767236722,Stable
2019-12-06,electronics.audio.acoustic,2053013557670314521,24.082849470467064,148.2790571428343,Stable
2019-12-07,electronics.audio.acoustic,2053013557670314521,25.967515530978243,174.24657267381252,Stable
2019-12-08,electronics.audio.acoustic,2053013557670314521,40.749106102786776,214.9956787765993,Overstock Risk
2019-12-09,electronics.audio.acoustic,2053013557670314521,23.24905627579078,238.2447350523901,Stable
2019-12-10,electronics.audio.acoustic,2053013557670314521,24.09062571534324,262.33536076773333,Stable
2019-12-11,electronics.audio.acoustic,2053013557670314521,19.535642516493898,281.87100328422724,Stable
2019-12-12,electronics.audio.acoustic,2053013557670314521,19.980880017535416,301.85188330176265,Stable
2019-12-13,electronics.audio.acoustic,2053013557670314521,24.76467006163889,326.6165533634015,Stable
2019-12-14,electronics.audio.acoustic,2053013557670314521,26.649336122111908,353.2658894855134,Stable
2019-12-15,electronics.audio.acoustic,2053013557670314521,41.43092669391898,394.6968161794324,Overstock Risk
2019-12-16,electronics.audio.acoustic,2053013557670314521,23.9308768669243,418.6276930463567,Stable
2019-12-17,electronics.audio.acoustic,2053013557670314521,24.7724463064982,443.40013935285486,Stable
2019-12-18,electronics.audio.acoustic,2053013557670314521,20.217463107633215,463.61760246048806,Stable
2019-12-19,electronics.audio.acoustic,2053013557670314521,20.662700608692944,484.280303069181,Stable
2019-12-20,electronics.audio.acoustic,2053013557670314521,25.44649065274948,509.7267937219305,Stable
2019-12-21,electronics.audio.acoustic,2053013557670314521,27.331156713185372,537.0579504351159,Overstock Risk
2019-12-22,electronics.audio.acoustic,2053013557670314521,42.1127472850497,579.1706977201657,Overstock Risk
2019-12-23,electronics.audio.acoustic,2053013557670314521,24.612697458049876,603.7833951782155,Stable
2019-12-24,electronics.audio.acoustic,2053013557670314521,25.454266897593,629.2376620758085,Stable
2019-12-25,electronics.audio.acoustic,2053013557670314521,20.89928369877253,650.136945774581,Stable
2019-12-26,electronics.audio.acoustic,2053013557670314521,21.344521199780168,671.4814669743612,Stable
2019-12-27,electronics.audio.acoustic,2053013557670314521,26.12831124386006,697.6097782182212,Stable
2019-12-28,electronics.audio.acoustic,2053013557670314521,28.01297730435839,725.6227555225796,Overstock Risk
2019-12-29,electronics.audio.acoustic,2053013557670314521,42.79456787617919,768.4173233987588,Overstock Risk
2019-12-30,electronics.audio.acoustic,2053013557670314521,25.294518049183395,793.7118414479421,Stable
2019-12-31,electronics.audio.acoustic,2053013557670314521,26.136087488742287,819.8479289366844,Stable
