date,category_code,category_id,predicted_demand,cumulative_forecast,alert
2019-12-01,electronics.video.tv,2053013554415534427,1918.9601951493196,1918.9601951493196,Overstock Risk
2019-12-02,electronics.video.tv,2053013554415534427,1019.8615093382641,2938.8217044875837,Stable
2019-12-03,electronics.video.tv,2053013554415534427,996.6714418594241,3935.493146347008,Stable
2019-12-04,electronics.video.tv,2053013554415534427,1050.15144939017,4985.644595737178,Stable
2019-12-05,electronics.video.tv,2053013554415534427,1021.2550942101775,6006.899689947355,Stable
2019-12-06,electronics.video.tv,2053013554415534427,1140.745739224385,7147.64542917174,Stable
2019-12-07,electronics.video.tv,2053013554415534427,1340.5866566978546,8488.232085869595,Overstock Risk
2019-12-08,electronics.video.tv,2053013554415534427,1988.8084292310214,10477.040515100616,Overstock Risk
2019-12-09,electronics.video.tv,2053013554415534427,1089.7097434191319,11566.750258519747,Stable
2019-12-10,electronics.video.tv,2053013554415534427,1066.519675941026,12633.269934460774,Stable
2019-12-11,electronics.video.tv,2053013554415534427,1119.999683470663,13753.269617931437,Stable
2019-12-12,electronics.video.tv,2053013554415534427,1091.1033282915414,14844.372946222978,Stable
2019-12-13,electronics.video.tv,2053013554415534427,1210.593973307766,16054.966919530745,Overstock Risk
2019-12-14,electronics.video.tv,2053013554415534427,1410.4348907799883,17465.401810310734,Overstock Risk
2019-12-15,electronics.video.tv,2053013554415534427,2058.656663312683,19524.058473623416,Overstock Risk
2019-12-16,electronics.video.tv,2053013554415534427,1159.5579775012877,20683.616451124704,Stable
2019-12-17,electronics.video.tv,2053013554415534427,1136.3679100237023,21819.984361148407,Stable
2019-12-18,electronics.video.tv,2053013554415534427,1189.847917552963,23009.83227870137,Stable
2019-12-19,electronics.video.tv,2053013554415534427,1160.951562374317,24170.78384107569,Stable
2019-12-20,electronics.video.tv,2053013554415534427,1280.4422073889,25451.22604846459,Overstock Risk
2019-12-21,electronics.video.tv,2053013554415534427,1480.2831248591042,26931.50917332369,Overstock Risk
2019-12-22,electronics.video.tv,2053013554415534427,2128.504897394798,29060.01407071849,Overstock Risk
2019-12-23,electronics.video.tv,2053013554415534427,1229.4062115828042,30289.420282301297,Overstock Risk
2019-12-24,electronics.video.tv,2053013554415534427,1206.2161441041555,31495.636426405454,Overstock Risk
2019-12-25,electronics.video.tv,2053013554415534427,1259.696151635263,32755.332578040718,Overstock Risk
2019-12-26,electronics.video.tv,2053013554415534427,1230.7997964546853,33986.132374495406,Overstock Risk
2019-12-27,electronics.video.tv,2053013554415534427,1350.2904414700342,35336.42281596544,Overstock Risk
2019-12-28,electronics.video.tv,2053013554415534427,1550.131358943053,36886.55417490849,Overstock Risk
2019-12-29,electronics.video.tv,2053013554415534427,2198.3531314764796,39084.907306384965,Overstock Risk
2019-12-30,electronics.video.tv,2053013554415534427,1299.25444566496,40384.16175204993,Overstock Risk
2019-12-31,electronics.video.tv,2053013554415534427,1276.0643781869057,41660.226130236835,Overstock Risk
